"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 09- 21","6,430","6,495","6,495","6,410","916.33K","-1.61%"
"2023- 09- 20","6,535","6,535","6,560","6,520","156.66K","-0.15%"
"2023- 09- 19","6,545","6,600","6,625","6,545","255.23K","-0.68%"
"2023- 09- 18","6,590","6,550","6,595","6,545","232.15K","0.38%"
"2023- 09- 15","6,565","6,530","6,570","6,530","331.02K","-0.15%"
"2023- 09- 14","6,575","6,540","6,585","6,540","151.20K","0.61%"
"2023- 09- 13","6,535","6,555","6,575","6,530","246.92K","-0.23%"
"2023- 09- 12","6,550","6,570","6,585","6,550","418.48K","0.46%"
"2023- 09- 11","6,520","6,500","6,535","6,490","438.02K","0.23%"
"2023- 09- 10","6,505","6,505","6,505","6,505","","0.00%"
"2023- 09- 08","6,505","6,480","6,515","6,475","231.33K","0.23%"
"2023- 09- 07","6,490","6,500","6,520","6,465","493.62K","-0.76%"
"2023- 09- 06","6,540","6,515","6,545","6,470","603.20K","0.00%"
"2023- 09- 05","6,540","6,645","6,645","6,540","468.61K","-1.51%"
"2023- 09- 04","6,640","6,635","6,675","6,620","224.19K","-0.15%"
"2023- 09- 01","6,650","6,595","6,670","6,595","522.16K","0.53%"
"2023- 08- 31","6,615","6,620","6,630","6,590","178.10K","0.15%"
"2023- 08- 30","6,605","6,645","6,650","6,600","213.98K","-0.30%"
"2023- 08- 29","6,625","6,610","6,635","6,590","321.57K","0.23%"
"2023- 08- 28","6,610","6,600","6,640","6,590","294.62K","0.15%"
"2023- 08- 25","6,600","6,555","6,620","6,550","363.73K","-0.23%"
"2023- 08- 24","6,615","6,540","6,635","6,540","1.68M","2.48%"
"2023- 08- 23","6,455","6,450","6,490","6,445","343.61K","-0.54%"
"2023- 08- 22","6,490","6,455","6,490","6,435","571.98K","0.93%"
"2023- 08- 21","6,430","6,460","6,470","6,430","808.10K","-0.69%"
"2023- 08- 18","6,475","6,445","6,525","6,440","653.59K","0.47%"
"2023- 08- 17","6,445","6,435","6,455","6,425","1.00M","-0.69%"
"2023- 08- 16","6,490","6,475","6,500","6,450","1.23M","-1.14%"
"2023- 08- 14","6,565","6,560","6,580","6,515","1.63M","-0.91%"
"2023- 08- 13","6,625","6,625","6,625","6,625","","0.00%"
"2023- 08- 11","6,625","6,685","6,685","6,615","951.08K","-1.19%"
"2023- 08- 10","6,705","6,695","6,710","6,660","431.72K","0.00%"
"2023- 08- 09","6,705","6,700","6,715","6,650","948.64K","-0.07%"
"2023- 08- 08","6,710","6,805","6,815","6,700","761.84K","-1.40%"
"2023- 08- 07","6,805","6,795","6,875","6,790","384.96K","0.44%"
"2023- 08- 04","6,775","6,895","6,900","6,765","873.46K","-1.53%"
"2023- 08- 03","6,880","6,890","6,925","6,845","452.19K","-0.29%"
"2023- 08- 02","6,900","7,015","7,020","6,900","552.65K","-2.20%"
"2023- 08- 01","7,055","7,125","7,145","7,050","330.44K","-1.60%"
"2023- 07- 31","7,170","7,135","7,210","7,115","404.26K","0.63%"
"2023- 07- 28","7,125","7,055","7,130","7,045","194.38K","0.00%"
"2023- 07- 27","7,125","7,165","7,220","7,110","167.86K","-0.21%"
"2023- 07- 26","7,140","7,115","7,140","7,060","150.62K","0.21%"
"2023- 07- 25","7,125","7,080","7,125","7,030","116.35K","0.64%"
"2023- 07- 24","7,080","7,015","7,085","6,995","228.81K","0.28%"
"2023- 07- 21","7,060","7,125","7,125","7,035","331.90K","-2.08%"
"2023- 07- 20","7,210","7,245","7,290","7,210","113.79K","-0.55%"
"2023- 07- 19","7,250","7,270","7,290","7,210","175.29K","-0.68%"
"2023- 07- 18","7,300","7,235","7,345","7,235","377.92K","0.90%"
"2023- 07- 17","7,235","7,200","7,270","7,195","260.08K","-0.21%"
"2023- 07- 14","7,250","7,220","7,310","7,190","1.17M","1.47%"
"2023- 07- 13","7,145","7,160","7,175","7,045","795.10K","1.93%"
"2023- 07- 12","7,010","6,970","7,025","6,940","401.57K","0.72%"
"2023- 07- 11","6,960","6,890","6,990","6,875","784.59K","1.90%"
"2023- 07- 10","6,830","6,890","6,900","6,820","457.10K","-0.07%"
"2023- 07- 07","6,835","6,815","6,845","6,785","231.96K","-0.58%"
"2023- 07- 06","6,875","6,855","6,885","6,820","244.68K","-0.36%"
"2023- 07- 05","6,900","6,915","6,920","6,830","383.24K","0.44%"
"2023- 07- 04","6,870","6,810","6,895","6,800","550.46K","0.88%"
"2023- 07- 03","6,810","6,745","6,835","6,730","719.47K","1.41%"
"2023- 07- 02","6,715","6,715","6,715","6,715","","0.00%"
"2023- 06- 30","6,715","6,690","6,725","6,660","598.06K","-0.15%"
"2023- 06- 29","6,725","6,805","6,840","6,720","848.53K","-1.54%"
"2023- 06- 28","6,830","6,915","6,915","6,825","246.56K","-1.16%"
"2023- 06- 27","6,910","6,855","6,920","6,825","261.78K","0.88%"
"2023- 06- 26","6,850","6,825","6,895","6,810","232.63K","-0.22%"
"2023- 06- 23","6,865","6,965","6,965","6,830","468.89K","-1.44%"
"2023- 06- 22","6,965","7,025","7,030","6,960","119.88K","-0.21%"
"2023- 06- 21","6,980","7,055","7,060","6,970","285.58K","-1.90%"
"2023- 06- 20","7,115","7,100","7,145","7,075","107.28K","0.00%"
"2023- 06- 19","7,115","7,155","7,165","7,090","335.93K","-1.32%"
"2023- 06- 16","7,210","7,190","7,235","7,165","399.03K","1.12%"
"2023- 06- 15","7,130","7,165","7,200","7,060","358.77K","-0.21%"
"2023- 06- 14","7,145","7,255","7,255","7,125","665.00K","-1.04%"
"2023- 06- 13","7,220","7,085","7,235","7,080","944.17K","2.56%"
"2023- 06- 12","7,040","7,020","7,045","6,980","453.58K","0.57%"
"2023- 06- 09","7,000","6,945","7,000","6,935","656.15K","1.74%"
"2023- 06- 08","6,880","6,850","6,890","6,830","352.09K","0.15%"
"2023- 06- 07","6,870","6,925","6,950","6,870","588.55K","0.51%"
"2023- 06- 05","6,835","6,860","6,860","6,810","319.61K","-0.29%"
"2023- 06- 02","6,855","6,800","6,870","6,780","796.71K","2.24%"
"2023- 06- 01","6,705","6,705","6,735","6,695","327.58K","0.45%"
"2023- 05- 31","6,675","6,720","6,765","6,675","373.60K","-0.07%"
"2023- 05- 30","6,680","6,690","6,745","6,655","433.24K","0.15%"
"2023- 05- 26","6,670","6,630","6,690","6,625","228.97K","0.00%"
"2023- 05- 25","6,670","6,755","6,755","6,665","347.44K","-1.33%"
"2023- 05- 24","6,760","6,740","6,775","6,720","172.06K","-0.52%"
"2023- 05- 23","6,795","6,775","6,840","6,775","546.34K","0.82%"
"2023- 05- 22","6,740","6,650","6,770","6,650","768.85K","1.28%"
"2023- 05- 19","6,655","6,585","6,655","6,575","550.23K","1.06%"
"2023- 05- 18","6,585","6,585","6,625","6,560","440.50K","0.46%"
"2023- 05- 17","6,555","6,550","6,565","6,510","393.83K","0.00%"
"2023- 05- 16","6,555","6,580","6,600","6,545","358.48K","-0.30%"
"2023- 05- 15","6,575","6,535","6,595","6,520","472.16K","-0.38%"
"2023- 05- 12","6,600","6,665","6,700","6,565","775.34K","-1.27%"
"2023- 05- 11","6,685","6,760","6,775","6,685","419.62K","-0.22%"
"2023- 05- 10","6,700","6,705","6,720","6,675","169.14K","-0.07%"
"2023- 05- 09","6,705","6,725","6,735","6,670","257.61K","-0.45%"
"2023- 05- 08","6,735","6,745","6,750","6,690","628.14K","0.37%"
"2023- 05- 04","6,710","6,600","6,740","6,595","895.58K","2.13%"
"2023- 05- 03","6,570","6,540","6,585","6,530","256.26K","0.54%"
"2023- 05- 02","6,535","6,530","6,570","6,525","660.82K","-0.68%"
"2023- 05- 01","6,580","6,580","6,580","6,580","","0.00%"
"2023- 04- 28","6,580","6,565","6,580","6,535","646.06K","0.23%"
"2023- 04- 27","6,565","6,580","6,580","6,525","751.61K","-0.38%"
"2023- 04- 26","6,590","6,565","6,600","6,545","616.42K","-0.60%"
"2023- 04- 25","6,630","6,630","6,655","6,580","360.20K","0.45%"
"2023- 04- 24","6,600","6,640","6,670","6,585","499.01K","-1.05%"
"2023- 04- 21","6,670","6,710","6,725","6,650","304.60K","-0.82%"
"2023- 04- 20","6,725","6,660","6,755","6,635","757.96K","0.22%"
"2023- 04- 19","6,710","6,785","6,820","6,710","370.42K","-1.03%"
"2023- 04- 18","6,780","6,780","6,795","6,750","439.39K","-1.09%"
"2023- 04- 17","6,855","6,900","6,910","6,815","571.32K","-1.58%"
"2023- 04- 14","6,965","6,880","7,010","6,880","684.50K","1.75%"
"2023- 04- 13","6,845","6,720","6,870","6,690","553.56K","1.94%"
"2023- 04- 12","6,715","6,750","6,755","6,710","305.08K","-0.52%"
"2023- 04- 11","6,750","6,770","6,800","6,745","459.93K","-0.37%"
"2023- 04- 10","6,775","6,805","6,805","6,735","384.58K","-0.29%"
"2023- 04- 07","6,795","6,790","6,795","6,770","204.28K","0.22%"
"2023- 04- 06","6,780","6,795","6,805","6,770","386.00K","-1.17%"
"2023- 04- 05","6,860","6,845","6,885","6,825","260.53K","0.66%"
"2023- 04- 04","6,815","6,865","6,920","6,815","513.43K","0.00%"
"2023- 04- 03","6,815","6,940","6,940","6,770","958.53K","-2.15%"
"2023- 03- 31","6,965","7,020","7,105","6,965","504.60K","-0.43%"
"2023- 03- 30","6,995","6,945","7,010","6,905","235.68K","0.36%"
"2023- 03- 29","6,970","7,020","7,040","6,960","213.33K","-0.57%"
"2023- 03- 28","7,010","7,005","7,060","7,000","234.78K","0.43%"
"2023- 03- 27","6,980","7,055","7,065","6,955","626.81K","-1.27%"
"2023- 03- 24","7,070","7,130","7,175","7,065","569.33K","-2.15%"
"2023- 03- 23","7,225","7,000","7,245","6,995","1.29M","4.26%"
"2023- 03- 22","6,930","6,945","6,975","6,915","404.85K","0.51%"
"2023- 03- 21","6,895","6,945","6,975","6,895","418.86K","0.07%"
"2023- 03- 20","6,890","6,990","7,015","6,870","497.69K","-0.93%"
"2023- 03- 17","6,955","6,975","7,015","6,900","412.01K","1.16%"
"2023- 03- 16","6,875","6,850","6,930","6,835","471.85K","-1.43%"
"2023- 03- 15","6,975","6,955","7,050","6,955","301.41K","0.87%"
"2023- 03- 14","6,915","7,040","7,045","6,915","528.27K","-1.36%"
"2023- 03- 13","7,010","6,840","7,035","6,840","781.24K","3.55%"
"2023- 03- 12","6,770","6,770","6,770","6,770","","0.00%"
"2023- 03- 10","6,770","6,765","6,815","6,725","565.25K","-0.37%"
"2023- 03- 09","6,795","6,845","6,860","6,795","286.97K","-0.15%"
"2023- 03- 08","6,805","6,850","6,865","6,775","999.79K","-3.27%"
"2023- 03- 07","7,035","7,045","7,060","7,020","175.35K","-0.57%"
"2023- 03- 06","7,075","7,075","7,095","7,030","362.36K","0.86%"
"2023- 03- 03","7,015","6,920","7,035","6,910","409.76K","2.04%"
"2023- 03- 02","6,875","6,945","6,985","6,875","445.88K","1.10%"
"2023- 02- 28","6,800","6,845","6,880","6,760","444.76K","0.00%"
"2023- 02- 27","6,800","6,880","6,915","6,795","707.39K","-2.93%"
"2023- 02- 26","7,005","7,005","7,005","7,005","","0.00%"
"2023- 02- 24","7,005","7,070","7,080","6,995","272.22K","-0.99%"
"2023- 02- 23","7,075","7,025","7,110","6,985","353.00K","1.14%"
"2023- 02- 22","6,995","6,975","7,045","6,970","288.33K","-1.48%"
"2023- 02- 21","7,100","7,095","7,120","7,075","116.91K","-0.21%"
"2023- 02- 20","7,115","7,065","7,125","7,055","233.20K","0.78%"
"2023- 02- 17","7,060","7,205","7,205","7,025","336.96K","-2.22%"
"2023- 02- 16","7,220","7,240","7,285","7,180","444.12K","-0.41%"
"2023- 02- 15","7,250","7,365","7,365","7,225","256.68K","-2.16%"
"2023- 02- 14","7,410","7,365","7,430","7,355","123.24K","1.30%"
"2023- 02- 13","7,315","7,420","7,440","7,300","290.82K","-1.94%"
"2023- 02- 10","7,460","7,470","7,490","7,440","262.75K","-0.73%"
"2023- 02- 09","7,515","7,500","7,525","7,445","165.69K","0.00%"
"2023- 02- 08","7,515","7,590","7,620","7,505","201.82K","-0.73%"
"2023- 02- 07","7,570","7,515","7,610","7,515","189.44K","-0.46%"
"2023- 02- 06","7,605","7,680","7,715","7,605","544.60K","-3.80%"
"2023- 02- 03","7,905","7,970","7,970","7,900","279.75K","-1.43%"
"2023- 02- 02","8,020","8,005","8,070","7,990","494.45K","1.78%"
"2023- 02- 01","7,880","7,895","7,895","7,860","224.60K","0.06%"
"2023- 01- 31","7,875","7,875","7,930","7,860","522.10K","-0.63%"
"2023- 01- 30","7,925","7,895","7,935","7,890","306.81K","0.70%"
"2023- 01- 27","7,870","7,880","7,920","7,860","227.77K","-0.13%"
"2023- 01- 26","7,880","7,890","7,895","7,865","397.48K","0.13%"
"2023- 01- 25","7,870","7,830","7,870","7,825","261.65K","0.45%"
"2023- 01- 24","7,835","7,835","7,835","7,835","","0.00%"
"2023- 01- 20","7,835","7,845","7,895","7,805","359.98K","-0.44%"
"2023- 01- 19","7,870","7,815","7,870","7,750","496.32K","0.96%"
"2023- 01- 18","7,795","7,790","7,825","7,690","404.08K","0.06%"
"2023- 01- 17","7,790","7,790","7,820","7,755","221.13K","-0.45%"
"2023- 01- 16","7,825","7,770","7,870","7,770","479.04K","0.84%"
"2023- 01- 13","7,760","7,785","7,830","7,710","362.11K","0.78%"
"2023- 01- 12","7,700","7,745","7,775","7,695","175.97K","0.06%"
"2023- 01- 11","7,695","7,750","7,780","7,650","310.91K","-0.39%"
"2023- 01- 10","7,725","7,770","7,820","7,725","635.28K","0.00%"
"2023- 01- 09","7,725","7,580","7,735","7,575","1.42M","3.83%"
"2023- 01- 06","7,440","7,385","7,530","7,365","643.48K","0.07%"
"2023- 01- 05","7,435","7,460","7,460","7,370","503.09K","0.54%"
"2023- 01- 04","7,395","7,310","7,420","7,300","523.82K","-0.20%"
"2023- 01- 03","7,410","7,435","7,475","7,320","492.05K","0.41%"
"2023- 01- 02","7,380","7,515","7,530","7,380","350.86K","-1.14%"
"2022- 12- 29","7,465","7,415","7,505","7,410","561.84K","0.20%"
"2022- 12- 28","7,450","7,385","7,460","7,385","898.65K","0.47%"
"2022- 12- 27","7,415","7,395","7,480","7,370","833.18K","0.75%"
"2022- 12- 26","7,360","7,315","7,370","7,290","404.68K","0.96%"
"2022- 12- 23","7,290","7,220","7,320","7,210","414.74K","-0.95%"
"2022- 12- 22","7,360","7,270","7,385","7,255","643.75K","1.38%"
"2022- 12- 21","7,260","7,225","7,270","7,195","591.35K","0.97%"
"2022- 12- 20","7,190","7,055","7,265","7,035","1.05M","1.70%"
"2022- 12- 19","7,070","6,980","7,120","6,960","534.99K","0.64%"
"2022- 12- 16","7,025","7,000","7,035","6,890","203.59K","-0.64%"
"2022- 12- 15","7,070","7,140","7,140","7,070","251.91K","-1.19%"
"2022- 12- 14","7,155","7,195","7,195","7,095","537.37K","1.13%"
"2022- 12- 13","7,075","7,055","7,105","7,000","338.09K","0.93%"
"2022- 12- 12","7,010","7,035","7,040","6,960","275.29K","-1.13%"
"2022- 12- 09","7,090","6,910","7,105","6,895","599.27K","2.60%"
"2022- 12- 08","6,910","6,930","6,935","6,855","149.50K","0.58%"
"2022- 12- 07","6,870","6,880","6,965","6,825","251.04K","-0.43%"
"2022- 12- 06","6,900","7,060","7,085","6,900","721.58K","-4.10%"
"2022- 12- 05","7,195","7,125","7,220","7,115","753.33K","1.27%"
"2022- 12- 04","7,105","7,105","7,105","7,105","","0.00%"
"2022- 12- 02","7,105","7,085","7,135","7,060","602.46K","-0.14%"
"2022- 12- 01","7,115","7,100","7,150","7,025","1.23M","2.74%"
"2022- 11- 30","6,925","6,800","6,940","6,800","619.27K","1.54%"
"2022- 11- 29","6,820","6,660","6,865","6,660","505.68K","1.94%"
"2022- 11- 28","6,690","6,720","6,755","6,670","539.48K","-2.41%"
"2022- 11- 25","6,855","6,830","6,905","6,760","578.74K","0.66%"
"2022- 11- 24","6,810","6,730","6,850","6,695","574.62K","3.34%"
"2022- 11- 23","6,590","6,585","6,635","6,550","374.08K","0.61%"
"2022- 11- 22","6,550","6,505","6,595","6,480","262.07K","-0.15%"
"2022- 11- 21","6,560","6,690","6,695","6,545","757.43K","-2.24%"
"2022- 11- 18","6,710","6,715","6,745","6,660","445.25K","-0.22%"
"2022- 11- 17","6,725","6,820","6,820","6,660","458.07K","-2.04%"
"2022- 11- 16","6,865","6,950","6,970","6,795","899.55K","-1.08%"
"2022- 11- 15","6,940","6,855","6,960","6,845","709.27K","1.31%"
"2022- 11- 14","6,850","6,900","7,045","6,790","2.56M","-0.87%"
"2022- 11- 13","6,910","6,910","6,910","6,910","","0.00%"
"2022- 11- 11","6,910","6,650","6,980","6,640","5.79M","7.97%"
"2022- 11- 10","6,400","6,435","6,540","6,400","2.02M","-1.69%"
"2022- 11- 09","6,510","6,350","6,545","6,340","10.29M","3.17%"
"2022- 11- 08","6,310","6,240","6,330","6,235","12.83M","2.35%"
"2022- 11- 07","6,165","6,095","6,185","6,075","3.05M","2.24%"
"2022- 11- 04","6,030","5,975","6,055","5,940","2.67M","0.67%"
"2022- 11- 03","5,990","5,975","6,035","5,950","1.99M","-0.91%"
"2022- 11- 02","6,045","6,040","6,055","6,010","1.38M","0.00%"
"2022- 11- 01","6,045","5,970","6,065","5,940","2.98M","0.83%"
"2022- 10- 31","5,995","6,020","6,035","5,975","1.17M","-0.33%"
"2022- 10- 28","6,015","6,005","6,065","5,990","1.36M","-0.33%"
"2022- 10- 27","6,035","6,070","6,080","5,990","1.89M","1.00%"
"2022- 10- 26","5,975","5,940","5,995","5,920","1.27M","1.01%"
"2022- 10- 25","5,915","5,830","5,925","5,820","2.09M","0.85%"
"2022- 10- 24","5,865","5,930","5,945","5,850","1.34M","0.17%"
"2022- 10- 21","5,855","5,915","5,930","5,850","1.54M","-1.01%"
"2022- 10- 20","5,915","5,910","5,960","5,885","1.42M","-0.92%"
"2022- 10- 19","5,970","5,995","6,080","5,950","1.78M","-0.67%"
"2022- 10- 18","6,010","5,950","6,035","5,930","1.36M","1.78%"
"2022- 10- 17","5,905","5,860","5,925","5,845","1.24M","-0.84%"
"2022- 10- 16","5,955","5,955","5,955","5,955","","0.00%"
"2022- 10- 14","5,955","5,945","5,985","5,915","1.82M","0.25%"
"2022- 10- 13","5,940","5,970","5,995","5,940","662.47K","-0.83%"
"2022- 10- 12","5,990","5,925","6,010","5,900","2.49M","1.35%"
"2022- 10- 11","5,910","5,960","5,970","5,880","2.53M","-3.11%"
"2022- 10- 10","6,100","6,100","6,100","6,100","","0.00%"
"2022- 10- 07","6,100","6,115","6,190","6,090","1.10M","-1.21%"
"2022- 10- 06","6,175","6,070","6,225","6,070","1.88M","1.06%"
"2022- 10- 05","6,110","6,065","6,110","6,010","1.43M","1.92%"
"2022- 10- 04","5,995","5,930","5,995","5,910","1.51M","0.93%"
"2022- 09- 30","5,940","5,940","5,970","5,915","1.37M","1.02%"
"2022- 09- 29","5,880","5,980","5,985","5,870","1.68M","0.34%"
"2022- 09- 28","5,860","6,005","6,005","5,860","2.12M","-2.82%"
"2022- 09- 27","6,030","5,955","6,030","5,950","1.37M","1.43%"
"2022- 09- 26","5,945","6,065","6,065","5,925","2.75M","-3.25%"
"2022- 09- 25","6,145","6,145","6,145","6,145","","0.00%"
"2022- 09- 23","6,145","6,170","6,190","6,130","2.05M","0.24%"
"2022- 09- 22","6,130","6,235","6,235","6,130","4.05M","-2.39%"
"2022- 09- 21","6,280","6,330","6,350","6,270","1.02M","-0.87%"
"2022- 09- 20","6,335","6,325","6,350","6,325","562.76K","0.56%"
"2022- 09- 19","6,300","6,355","6,375","6,300","784.14K","-0.55%"
"2022- 09- 18","6,335","6,335","6,335","6,335","","0.00%"
"2022- 09- 16","6,335","6,250","6,350","6,245","786.54K","0.64%"
"2022- 09- 15","6,295","6,320","6,325","6,265","1.59M","-0.55%"
"2022- 09- 14","6,330","6,310","6,340","6,285","2.24M","-2.47%"
"2022- 09- 13","6,490","6,470","6,500","6,450","1.60M","1.01%"
"2022- 09- 08","6,425","6,455","6,455","6,385","1.19M","0.71%"
"2022- 09- 07","6,380","6,460","6,460","6,355","2.51M","-2.07%"
"2022- 09- 06","6,515","6,550","6,585","6,480","2.10M","-0.31%"
"2022- 09- 05","6,535","6,595","6,605","6,515","2.55M","-1.73%"
"2022- 09- 04","6,650","6,650","6,650","6,650","","0.00%"
"2022- 09- 02","6,650","6,670","6,690","6,625","1.59M","-0.45%"
"2022- 09- 01","6,680","6,775","6,775","6,675","1.32M","-2.27%"
"2022- 08- 31","6,835","6,725","6,840","6,700","593.45K","1.18%"
"2022- 08- 30","6,755","6,745","6,770","6,720","358.63K","0.52%"
"2022- 08- 29","6,720","6,795","6,800","6,720","1.03M","-2.68%"
"2022- 08- 28","6,905","6,905","6,905","6,905","","0.00%"
"2022- 08- 26","6,905","6,880","6,925","6,870","442.32K","0.44%"
"2022- 08- 25","6,875","6,820","6,885","6,805","690.05K","1.10%"
"2022- 08- 24","6,800","6,820","6,840","6,785","558.55K","0.44%"
"2022- 08- 23","6,770","6,780","6,850","6,770","817.88K","-0.88%"
"2022- 08- 22","6,830","6,910","6,910","6,825","1.32M","-2.22%"
"2022- 08- 19","6,985","7,020","7,020","6,945","1.17M","-0.78%"
"2022- 08- 18","7,040","7,100","7,110","7,030","977.08K","-1.33%"
"2022- 08- 17","7,135","7,150","7,160","7,130","392.36K","-0.35%"
"2022- 08- 16","7,160","7,125","7,165","7,125","532.79K","-1.04%"
"2022- 08- 15","7,235","7,235","7,235","7,235","","0.00%"
"2022- 08- 12","7,235","7,165","7,260","7,165","176.30K","0.21%"
"2022- 08- 11","7,220","7,230","7,260","7,200","332.54K","1.12%"
"2022- 08- 10","7,140","7,190","7,190","7,140","308.55K","-0.97%"
"2022- 08- 09","7,210","7,230","7,245","7,180","202.03K","0.28%"
"2022- 08- 08","7,190","7,225","7,230","7,185","218.12K","-1.17%"
"2022- 08- 05","7,275","7,215","7,295","7,210","438.83K","1.75%"
"2022- 08- 04","7,150","7,165","7,180","7,130","202.47K","0.14%"
"2022- 08- 03","7,140","7,115","7,185","7,115","296.76K","-0.76%"
"2022- 08- 02","7,195","7,175","7,200","7,145","166.47K","-0.35%"
"2022- 08- 01","7,220","7,195","7,225","7,160","297.72K","-0.55%"
"2022- 07- 29","7,260","7,290","7,300","7,230","376.13K","-0.07%"
"2022- 07- 28","7,265","7,170","7,265","7,160","512.53K","2.04%"
"2022- 07- 27","7,120","7,135","7,165","7,100","118.91K","-0.70%"
"2022- 07- 26","7,170","7,120","7,180","7,120","194.29K","0.70%"
"2022- 07- 25","7,120","7,130","7,175","7,120","420.71K","0.00%"
"2022- 07- 22","7,120","7,180","7,180","7,110","139.41K","-0.70%"
"2022- 07- 21","7,170","7,125","7,180","7,080","192.90K","0.56%"
"2022- 07- 20","7,130","7,190","7,225","7,120","306.80K","0.21%"
"2022- 07- 19","7,115","7,050","7,150","7,050","169.19K","0.49%"
"2022- 07- 18","7,080","7,045","7,110","7,025","603.93K","1.29%"
"2022- 07- 15","6,990","7,080","7,080","6,985","1.10M","-2.10%"
"2022- 07- 14","7,140","7,205","7,205","7,135","383.01K","-0.70%"
"2022- 07- 13","7,190","7,150","7,235","7,150","380.01K","0.84%"
